country,party_id,year,party_name_short,party_name,rename,English name,leader_name,coalition,reason,party_in_title,movement,ideology,alliance,family_name,family_name_short,left_right,state_market,liberty_authority,exclude,democratization,foundation_year,id
SVK,1061,1991,VPN,Verejnosť proti násiliu,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,0,0,split,No party in title,Movement,Broad reference with country name,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,1989,2
SVK,1061,1992,VPN,Verejnosť proti násiliu,Občianska demokratická strana,Civic Democratic Party,0,0,renamed,Party in title,NA,democratic,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,1989,3
FIN,1062,1987,VIHR,Vihreä Liitto – Gröna Förbundet,Vihreä Liitto – Gröna Förbundet,Green League,0,0,foundation,No party in title,League,green,0,Green/Ecologist,eco,3.6465000000000001,3.4279,2.2671000000000001,NA,Ist or IInd wave,1987,1
SVK,1072,1990,SNS,Slovenská národná strana,Slovenská národná strana,Slovak National Party,0,0,foundation,Party in title,NA,national,0,Right-wing,right,7.0198,4.5191,8.4600000000000009,NA,IIIrd wave in EE,1990,1
SVK,1072,1993,SNS,Slovenská národná strana,Národnodemokratická strana,National-Democratic Party,0,0,split,Party in title,NA,national,0,Right-wing,right,7.0198,4.5191,8.4600000000000009,NA,IIIrd wave in EE,1990,2
SVK,1072,1995,SNS,Slovenská národná strana,Slovenská národná strana,Slovak National Party,0,0,KSU joined,Party in title,NA,national,0,Right-wing,right,7.0198,4.5191,8.4600000000000009,1,IIIrd wave in EE,1990,3
SVK,1072,2003,SNS,Slovenská národná strana,Slovenská národná strana,Slovak National Party,0,0,PSNS joined,Party in title,NA,national,0,Right-wing,right,7.0198,4.5191,8.4600000000000009,1,IIIrd wave in EE,1990,4
POL,1074,1991,PZZ,Polski Związek Zachodni,Polski Związek Zachodni,Polish Western Union,0,0,foundation,No party in title,union,Broad reference with country name,0,NA,NA,1.3,NA,NA,NA,IIIrd wave in EE,1991,1
POL,1077,1948,PZPR,Polska Zjednoczone Partia Robotnicza,Polska Zjednoczone Partia Robotnicza,Polish United Workers' Party,0,0,foundation,Party in title,NA,labour,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,1948,1
FRA,1086,1945,MRP,Mouvement républicain populaire,Mouvement républicain populaire,Popular Republican Movement,0,0,foundation,No party in title,Movement,republican,0,Christian democracy,chr,8.1999999999999993,5.7,7.1,NA,Ist or IInd wave,1944,1
ITA,1088,1945,PCI,Partito Comunista Italiano,Partito Comunista Italiano,Italian Communist Party,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,1.6,1.4,3,1,Ist or IInd wave,1921,1
ITA,1088,1972,PCI,Partito Comunista Italiano,Partito Comunista Italiano,Italian Communist Party,0,0,PSIUP joined,Party in title,NA,communist,0,Communist/Socialist,com,1.6,1.4,3,1,Ist or IInd wave,1921,2
ITA,1088,1984,PCI,Partito Comunista Italiano,Partito Comunista Italiano,Italian Communist Party,0,0,PdUP joined,Party in title,NA,communist,0,Communist/Socialist,com,1.6,1.4,3,NA,Ist or IInd wave,1921,3
FRA,1094,1946,G,Gaulliste,Union gaulliste,Gaullist Union,0,0,renamed,No party in title,Union,name of the leader,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,1
FRA,1094,1947,G,Gaulliste,Rassemblement du peuple Français,Rally of the French People,0,0,renamed,No party in title,Rally,Broad reference with country name,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,2
FRA,1094,1952,G,Rassemblement du peuple Français,Groupe indépendant d'action républicaine et sociale,Independent Republican and Social Action Group,0,0,split,No party in title,Action,republican,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,3
FRA,1094,1956,G,Union des républicains d'action sociale,Centre national des républicains sociaux,National Center of Social Republicans,0,0,renamed,No party in title,centre,republican,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,4
FRA,1094,1958,G,Centre national des républicains sociaux,Union pour la nouvelle république,Union for the New Republic,0,0,renamed,No party in title,Union,Broad reference,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,5
FRA,1094,1962,G,Union pour la nouvelle république,L'Union pour la nouvelle République – Union démocratique du travail,The Union for the New Republic - Democratic Union of Labor,0,0,merge,No party in title,Union,labour,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,6
FRA,1094,1967,G,L'Union pour la nouvelle République – Union démocratique du travail,Union pour la défense de la République,Union for the Defence of the Republic,0,0,renamed,No party in title,Union,Broad reference,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,7
FRA,1094,1968,G,Union des démocrates pour la cinquième république,Union des démocrates pour la République,Union of Democrats for the Republic,0,0,renamed,No party in title,Union,Broad reference,0,Conservative,con,8.1999999999999993,6.4,7,NA,Ist or IInd wave,NA,8
LVA,1100,2005,S,Saskaņas,Saskaņas Centrs,Harmony Centre,0,0,"merger of TSP, LSP, JC",No party in title,centre,Broad reference to values,0,Social democracy,soc,3,3.25,4.25,1,IIIrd wave in EE,NA,1
LVA,1100,2009,S,Saskaņas,Saskaņas Centrs,Harmony Centre,0,0,SDP joined,No party in title,centre,Broad reference to values,0,Social democracy,soc,3,3.25,4.25,1,IIIrd wave in EE,NA,2
LVA,1100,2010,S,Saskaņas,Saskaņas,Harmony,0,0,"merge of Tautas Saskaņas partija, „Jaunais centrs“,  „Sociāldemokrātiskā partija-SDP“",Party in title,NA,Broad reference to values,0,Social democracy,soc,3,3.25,4.25,NA,IIIrd wave in EE,NA,3
LVA,1100,2011,S,Saskaņas,Saskaņas Centrs,Harmony Centre,0,0,DPP joined,No party in title,centre,Broad reference to values,0,Social democracy,soc,3,3.25,4.25,NA,IIIrd wave in EE,NA,4
HRV,1102,1989,HSLS,Hrvatska socijalno liberalna stranka,Hrvatska socijalno liberalna stranka,Croatian Social Liberal Party,0,0,foundation,Party in title,NA,liberal,0,Liberal,lib,7.1929999999999996,4.6491,5.5263,NA,IIIrd wave in EE,1989,1
HRV,1102,1998,HSLS,Hrvatska socijalno liberalna stranka,Liberalna stranka,Liberal Party,0,0,split,Party in title,NA,liberal,0,Liberal,lib,7.1929999999999996,4.6491,5.5263,NA,IIIrd wave in EE,1989,2
HRV,1102,2002,HSLS,Hrvatska socijalno liberalna stranka,LIBRA – Stranka liberalnih demokrata,LIBRA - Party of Liberal Democrats,0,0,split,Party in title,NA,liberal,0,Liberal,lib,7.1929999999999996,4.6491,5.5263,NA,IIIrd wave in EE,1989,3
HRV,1102,2006,HSLS,Hrvatska socijalno liberalna stranka,Hrvatska socijalno liberalna stranka,Croatian Social Liberal Party,0,0,LS merged,Party in title,NA,liberal,0,Liberal,lib,7.1929999999999996,4.6491,5.5263,1,IIIrd wave in EE,1989,4
POL,1104,1991,D|W|U,Demokratyczna | Wolności | Unia,Unia Demokratyczna,Democratic Union,0,0,renamed,No party in title,Union,democratic,0,Liberal,lib,5.2294999999999998,7.3132,2.1208,NA,IIIrd wave in EE,NA,1
POL,1104,1994,D|W|U,Demokratyczna | Wolności | Unia,Unia Wolności,Freedom Union,0,0,merger of DU and KLD,No party in title,Union,liberal,0,Liberal,lib,5.2294999999999998,7.3132,2.1208,NA,IIIrd wave in EE,NA,2
POL,1104,2001,D|W|U,Demokratyczna | Wolności | Unia,Platforma Obywatelska,Civic Platform,0,0,split from UW and AWS,No party in title,platform,Broad reference to values,0,Liberal,lib,5.2294999999999998,7.3132,2.1208,1,IIIrd wave in EE,NA,3
POL,1104,2005,D|W|U,Demokratyczna | Wolności | Unia,Partia Demokratyczna,Democratic Party,0,0,renamed,Party in title,NA,democratic,0,Liberal,lib,5.2294999999999998,7.3132,2.1208,1,IIIrd wave in EE,NA,4
POL,1104,2016,D|W|U,Demokratyczna | Wolności | Unia,Unia Europejskich Demokratów,Union of European Democrats,0,0,renamed,No party in title,Union,pro-EU,0,Liberal,lib,5.2294999999999998,7.3132,2.1208,NA,IIIrd wave in EE,NA,5
FIN,1108,1957,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto,Social Democratic Union of Workers and Smallholders,0,0,split from SSDP,No party in title,Union,social-democratic,0,Social democracy,soc,3.3,3.5,3.5,NA,Ist or IInd wave,NA,1
FIN,1108,1972,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,Työväen ja Pienviljelijäin Sosialistinen Liitto,Socialist Union of Workers and Small Farmers,0,0,renamed,No party in title,Union,socialist,0,Social democracy,soc,3.3,3.5,3.5,1,Ist or IInd wave,NA,2
FIN,1109,1951,VL,Vapaamielisten Liitto – De Frisinnades Förbund,Vapaamielisten Liitto – De Frisinnades Förbund,Liberal League,0,0,split from KE|SLK,No party in title,Association,liberal,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,NA,1
BEL,1110,1971,PVV|VLD,Partij voor Vrijheid en Vooruitgang,Partij voor Vrijheid en Vooruitgang,Party for Freedom and Progress,0,0,split from PVV-PLP,Party in title,NA,liberal,0,Liberal,lib,7.0053000000000001,7.7639,3.7139000000000002,NA,Ist or IInd wave,NA,1
BEL,1110,1992,PVV|VLD,Partij voor Vrijheid en Vooruitgang,Vlaamse Liberalen en Demokraten,Flemish Liberals and Democrats,0,0,renamed,No party in title,No reference,Name of the region/ ethnic group,0,Liberal,lib,7.0053000000000001,7.7639,3.7139000000000002,NA,Ist or IInd wave,NA,2
BEL,1110,2007,PVV|VLD,Vlaamse Liberalen en Demokraten,Open Vlaamse Liberalen en Demokraten,Open Flemish Liberals and Democrats,0,0,renamed,No party in title,No reference,Name of the region/ ethnic group,0,Liberal,lib,7.0053000000000001,7.7639,3.7139000000000002,NA,Ist or IInd wave,NA,3
BEL,1113,2003,Spa+Spi,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,0,1,alliance,Party in title,NA,socialist,1,Social democracy,soc,3.2549999999999999,3.0183,3.0804999999999998,NA,Ist or IInd wave,NA,1
FIN,1118,1945,KOK,Kansallinen Kokoomus – Samlingspartiet,Kansallinen Kokoomus – Samlingspartiet,National Coalition,0,0,foundation,No party in title,Coalition,national,0,Conservative,con,7.2450999999999999,7.6408,5.5872000000000002,NA,Ist or IInd wave,1918,1
FIN,1118,1951,KOK,Kansallinen Kokoomuspuolue,Kansallinen Kokoomuspuolue,National Coalition Party,0,0,renaming,Party in title,NA,national,0,Conservative,con,7.2450999999999999,7.6408,5.5872000000000002,NA,Ist or IInd wave,1918,2
ROU,1120,1992,PSD,Partidul Social Democrat,Partidul Social Democrat,Social Democratic Party,0,0,foundation,Party in title,NA,social,0,Social democracy,soc,3.2324999999999999,2.4518,6.2793999999999999,NA,IIIrd wave in EE,1992,1
ROU,1120,1993,PSD,Partidul Social Democrat,Partidul Democraţiei Sociale in România,Party of Social Democracy in Romania,0,0,PaRe joined and PSoDR merged,Party in title,NA,social,0,Social democracy,soc,3.2324999999999999,2.4518,6.2793999999999999,NA,IIIrd wave in EE,1992,2
ROU,1120,2001,PSD,Partidul Social Democrat,Partidul Social Democrat,Social Democratic Party,0,0,PSDR joined,Party in title,NA,social,0,Social democracy,soc,3.2324999999999999,2.4518,6.2793999999999999,NA,IIIrd wave in EE,1992,3
ROU,1120,2018,PSD,Partidul Social Democrat,PRO România,PRO Romania,0,0,split,No party in title,No reference,Broad reference with country name,0,Social democracy,soc,3.2324999999999999,2.4518,6.2793999999999999,NA,IIIrd wave in EE,1992,4
CZE,1123,1989,ODA,Občanská demokratická aliance,Občanská demokratická aliance,Civic Democratic Alliance,0,0,foundation,No party in title,Alliance,democracy,0,Liberal,lib,7.1111000000000004,6.7,3.6,NA,IIIrd wave in EE,1989,1
DEU,1131,1946,BP,Bayernpartei,Bayernpartei,Bavaria Party,0,0,successor of Bayerische Volkspartei,Party in title,NA,Name of the region/ ethnic group,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,NA,1
LUX,1134,1970,SDP,Sozialdemokratesch Partei – Parti Social Démocrate – Sozialdemokratische Partei,Sozialdemokratesch Partei – Parti Social Démocrate – Sozialdemokratische Partei,Social democrat Party,0,0,split from SP,Party in title,NA,social-democratic,0,Social democracy,soc,3.3,3.5,3.5,NA,Ist or IInd wave,NA,1
EST,1137,1991,EK,Eesti Keskerakond,Eesti Keskerakond,Estonian Centre Party,0,0,successor of R,Party in title,NA,centrist,0,Social democracy,soc,3.9561999999999999,3.6421,4.9946999999999999,NA,IIIrd wave in EE,NA,1
POL,1140,2004,SDPL,Socjaldemokracja Polska,Socjaldemokracja Polska,Social Democracy of Poland,0,0,split from SLD,No party in title,No reference,Broad reference with country name,0,Social democracy,soc,3,4.67,1.43,NA,IIIrd wave in EE,NA,1
SVK,1142,1991,HZDS,Hnutie za demokratické Slovensko,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,0,0,successor of ODU,No party in title,Movement,Broad reference with country name,0,Conservative,con,4.8914,4.8199,5.9161000000000001,NA,IIIrd wave in EE,2022,1
SVK,1142,1993,HZDS,Hnutie za demokratické Slovensko,Aliancia demokratov Slovenska,Alliance of Democrats of Slovakia,0,0,split,No party in title,Alliance,Broad reference with country name,0,Conservative,con,4.8914,4.8199,5.9161000000000001,NA,IIIrd wave in EE,2022,2
SVK,1142,1994,HZDS,Hnutie za demokratické Slovensko,Hnutie za demokratické Slovensko,Civic Democratic Party,0,1,"alliance between HZDS, RRS Rol’nícka strana Slovenska, SGA Slovinská Zelených Alternatíva",No party in title,Movement,Broad reference with country name,1,Conservative,con,4.8914,4.8199,5.9161000000000001,1,IIIrd wave in EE,2022,3
SVK,1142,2002,HZDS,Hnutie za demokratické Slovensko,Hnutie za demokraciu,Movement for Democracy,0,0,split,No party in title,Movement,democratic,0,Conservative,con,4.8914,4.8199,5.9161000000000001,NA,IIIrd wave in EE,2022,4
SVK,1142,2003,HZDS,Hnutie za demokratické Slovensko,Ľudová strana – Hnutie za demokratické Slovensko,People's Party – Movement for a Democratic Slovakia,0,0,renamed,Party in title,NA,Broad reference with country name,0,Conservative,con,4.8914,4.8199,5.9161000000000001,1,IIIrd wave in EE,2022,5
SVK,1142,2022,NK/NEKA,Národná koalícia / Nezávislí kandidáti,Národná koalícia / Nezávislí kandidáti,National Coalition / Independent Candidates,0,0,foundation,No party in title,Coalition,national,0,Right-wing,right,NA,NA,NA,NA,IIIrd wave in EE,2022,6
SWE,1154,1981,MP,Miljöpartiet de Gröna,Miljöpartiet de Gröna,Environmental Party the Greens,0,0,foundation,Party in title,NA,green,0,Green/Ecologist,eco,3.3788999999999998,3.3866,2.5198,NA,Ist or IInd wave,1981,1
LUX,1158,1985,GLEI,"Greng Lëscht Ekologesch Initiativ – Liste Verte, Initiative Écologiste",Greng Lëscht Ekologesch Initiativ,Green List Ecological Initiative,0,0,split from GAP,No party in title,List,green,0,Green/Ecologist,eco,2.5,2.5,1.8,1,Ist or IInd wave,NA,1
LUX,1158,1995,GLEI,"Greng Lëscht Ekologesch Initiativ – Liste Verte, Initiative Écologiste",Gréng a Liberal Allianz,Green and Liberal Alliance,0,0,renamed,No party in title,Alliance,green,0,Green/Ecologist,eco,2.5,2.5,1.8,NA,Ist or IInd wave,NA,2
BGR,1160,1990,BSP,Balgarska Sotsialisticheska Partiya,Balgarska Sotsialisticheska Partiya,Bulgarian Socialist Party,0,0,foundation,Party in title,NA,socialist,0,Social democracy,soc,3.0064000000000002,2.9187,4.5029000000000003,1,IIIrd wave in EE,1990,1
BGR,1160,1991,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Democratichna Levitsa,Democratic Left,0,1,"alliance between BSP, PKE, BZNS-AS",No party in title,Coalition,left,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,NA,IIIrd wave in EE,1990,2
BGR,1160,1994,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Democratichna Levitsa,Democratic Left,0,1,"alliance between BSP, PKE, BZNS-AS",No party in title,Coalition,left,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,NA,IIIrd wave in EE,1990,3
BGR,1160,2001,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Koalitsiya za Balgariya,Coalition for Bulgaria,0,1,"alliance between BSP, BZNS-AS, PDSD Politichesko Dvizhenie ‘Socialdemokrati’, KPB Komunisticheska Partiya na Balgariya, OBT Obedinen Blok na truda, Grazhdansko Obedinenie ‘Roma’, Sayuz za otechestvoto, Alians za sotsioliberalen progres, Dvizhenie ‘Napred Balgariya’, Politicheski klub ‘Trakiya’",No party in title,Coalition,Broad reference with country name,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,1,IIIrd wave in EE,1990,4
BGR,1160,2005,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Koalitsiya za Balgariya,Coalition for Bulgaria,0,1,alliance,No party in title,Coalition,Broad reference with country name,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,1,IIIrd wave in EE,1990,5
BGR,1160,2009,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Koalitsiya za Balgariya,Coalition for Bulgaria,0,1,"alliance between BSP, BZNS-AS, DSH Dvzhenie za Sotsialen Humanizum, BSDP Balgarska Socialdemokraticheska Partiya, Evroroma, KPB Komunisticheska Partiya na Balgariya, Nova zora",No party in title,Coalition,Broad reference with country name,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,1,IIIrd wave in EE,1990,6
BGR,1160,2013,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Koalitsiya za Balgariya,Coalition for Bulgaria,0,1,"alliance between BSP, DSH Dvzhenie za Sotsialen Humanizum, KPB Komunisticheska Partiya na Balgariya, BZNS-AS, Evroroma, BSDP Balgarska Socialdemokraticheska Partiya, Nova zora, Evropeyska sigurnost i integratsiya",No party in title,Coalition,Broad reference with country name,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,1,IIIrd wave in EE,1990,7
BGR,1160,2014,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,Koalitsiya za Balgariya,Coalition for Bulgaria,0,1,"alliance between BSP, BSDP Balgarska Socialdemokraticheska Partiya, DSH Dvzhenie za Sotsialen Humanizum, Evropeyska sigurnost i integratsiya, KPB Komunisticheska Partiya na Balgariya, BZNS-AS, Nova zora, Evroroma, Sotsialdemokrati, Partiya na bagarskite komunisti, Ekoglasnost, Obedinena sotsialdemokratsiya, Sayuz na komunistite v Balgariya",No party in title,Coalition,Broad reference with country name,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,NA,IIIrd wave in EE,1990,8
BGR,1160,2017,KzB|DL,Koalitsiya za Balgariya | Demokratichna Levitsa,BSP za Bŭlgariya,BSP for Bulgaria,0,1,"alliance between BSP, BZNS-AS, Nova zora, Ekoglasnost, Politicheski klub ‘Trakiya’, KPB Komunisticheska Partiya na Balgariya",No party in title,Coalition,socialist,1,Social democracy,soc,2.8982000000000001,2.9629,5.7409999999999997,NA,IIIrd wave in EE,1990,9
CHE,1167,1945,PdA,Partei der Arbeit der Schweiz,Partei der Arbeit der Schweiz,Swiss Party of Labour,0,0,foundation,Party in title,NA,labour,0,Communist/Socialist,com,0.52629999999999999,0.5835,1.6148,NA,Ist or IInd wave,1944,1
CZE,1173,1990,KSCM,Komunistická strana Cech a Moravy,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,0,0,successor of KSC,Party in title,NA,communist,0,Communist/Socialist,com,0.74980000000000002,1.2243,6.4264999999999999,NA,IIIrd wave in EE,NA,1
GRC,1179,2000,LAOS,Laïkós Orthódoxos Synagermós,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,0,0,Split from ND,No party in title,Rally,Broad reference,0,Right-wing,right,9.11,5.33,9.6300000000000008,NA,IIIrd wave in SE,NA,1
DEU,1180,1945,CSU,Christlich-Soziale Union in Bayern,Christlich-Soziale Union in Bayern,Christian Social Union in Bavaria,0,0,successor of Bayerische Volkspartei,No party in title,Union,christian,0,Christian democracy,chr,7.2870999999999997,6.5615,7.8674999999999997,NA,Ist or IInd wave,NA,1
HUN,1183,1990,ASZ,Agrárszövetség,Agrárszövetség,Agrarian Alliance,0,1,alliance between ARS Agrár Reformkörör Szövetség and ARM Agrár Reformkörör Mozgalom,No party in title,Association,agrarian,1,Agrarian,agr,5.3,4.9,6.5,NA,IIIrd wave in EE,NA,1
BEL,1192,1945,PSC-CDH,Christelijke Volkspartij,Christelijke Volkspartij,Christian People's Party,0,0,foundation,Party in title,NA,christian,0,Christian democracy,chr,5.4973999999999998,5.3711,6.6409000000000002,NA,Ist or IInd wave,1945,1
BEL,1192,1972,PSC-CDH,Parti Social Chrétien,Parti Social Chrétien,Christian Social Party,0,0,split from PSC-CVP,Party in title,NA,christian,0,Christian democracy,chr,5.4973999999999998,5.3711,6.6409000000000002,NA,Ist or IInd wave,1945,2
BEL,1192,2002,PSC-CDH,Parti Social Chrétien,Centre Démocrate Humaniste,Humanist Democratic Centre,0,0,renamed,No party in title,centre,humanist,0,Christian democracy,chr,5.4973999999999998,5.3711,6.6409000000000002,NA,Ist or IInd wave,1945,3
BEL,1192,2022,PSC-CDH,Parti Social Chrétien,Les Engagés,The Committed Ones,0,0,refoundation,No party in title,No reference,Broad reference,0,Christian democracy,chr,5.4973999999999998,NA,NA,NA,Ist or IInd wave,1945,4
NLD,1194,1945,CPN,Communistische Partij Nederland,Sociaal-Democratische Partij,Social-Democratic Party,0,0,split from SDAP,Party in title,NA,social democratic,0,Communist/Socialist,com,0.8,1.4,3,NA,Ist or IInd wave,NA,1
NLD,1194,1957,CPN,Communistische Partij Nederland,Socialistische Werkers Partij,Socialist Workers' Party,0,0,split,Party in title,NA,socialist,0,Communist/Socialist,com,0.8,1.4,3,NA,Ist or IInd wave,NA,2
SVK,1200,2001,ANO,Aliancia nového občana,Aliancia nového občana,Alliance of the New Citizen,0,0,foundation,No party in title,Alliance,Broad reference to values,0,Liberal,lib,7.2404000000000002,7.945,1.9712000000000001,NA,IIIrd wave in EE,2001,1
SVK,1200,2011,ANO,Aliancia nového občana,Strana slobodné slovo -- Nory Mojsejovej,FREE WORD - MOJSEJ'S BURROWS,0,0,renamed,Party in title,NA,name of the leader,0,Liberal,lib,7.2404000000000002,7.945,1.9712000000000001,NA,IIIrd wave in EE,2001,2
SVK,1200,2013,ANO,Aliancia nového občana,OBČANIA,Citizens,0,0,renamed,No party in title,No reference,social group,0,Liberal,lib,7.2404000000000002,7.945,1.9712000000000001,NA,IIIrd wave in EE,2001,3
HUN,1202,1990,MMP,Magyar Munkáspárt,Magyar Munkáspárt,Hungarian Workers' Party,0,0,foundation,Party in title,NA,labour,0,Communist/Socialist,com,0.63160000000000005,2.6842,5.8090000000000002,1,IIIrd wave in EE,1990,1
HUN,1202,1993,MMP,Magyar Munkáspárt,Magyar Szocialista Munkáspárt,Hungarian Socialist Workers Party,0,0,split,Party in title,NA,labour,0,Communist/Socialist,com,0.63160000000000005,2.6842,5.8090000000000002,NA,IIIrd wave in EE,1990,2
HUN,1202,2005,MMP,Magyar Munkáspárt,Magyar Kommunista Munkáspárt,Hungarian Communist Workers' Party,0,0,renamed,Party in title,NA,communist,0,Communist/Socialist,com,0.63160000000000005,2.6842,5.8090000000000002,NA,IIIrd wave in EE,1990,3
HUN,1202,2006,MMP,Magyar Kommunista Munkáspárt,Magyarországi Munkáspárt 2006,Workers' Party of Hungary 2006,0,0,split,Party in title,NA,labour,0,Communist/Socialist,com,0.63160000000000005,2.6842,5.8090000000000002,NA,IIIrd wave in EE,1990,4
HUN,1202,2013,MMP,Hungarian Communist Workers' Party,Magyar Munkáspárt,Hungarian Workers' Party,0,0,renamed,Party in title,NA,labour,0,Communist/Socialist,com,0.63160000000000005,2.6842,5.8090000000000002,NA,IIIrd wave in EE,1990,5
HUN,1202,2020,NA,Egységben Magyarországért,Egységben Magyarországért,United for Hungary,0,1,alliance,No party in title,union,Broad reference with country name,1,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,1990,6
NLD,1206,2001,CU,ChristenUnie,ChristenUnie,Christian Union,0,0,merger of RPF and GPV,No party in title,Union,christian,0,Christian democracy,chr,6.1731999999999996,4.6769,8.6005000000000003,NA,Ist or IInd wave,NA,1
POL,1208,1990,RAS,Ruch Autonomii Śląska,Ruch Autonomii Śląska,Movement for Silesian Autonomy,0,0,foundation,No party in title,Movement,social group,0,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,1990,1
NOR,1209,1972,DLF,Det Liberale Folkepartiet,Det Nye Folkepartiet,New People's Party,0,0,split from V,Party in title,NA,people's party,0,Liberal,lib,6,6.7,3.6,1,Ist or IInd wave,NA,1
NOR,1209,1980,DLF,Det Liberale Folkepartiet,Det Liberale Folkepartiet,Liberal People's Party,0,0,renamed,Party in title,NA,liberal,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,NA,2
CHE,1213,2008,BDP,Bürgerlich–Demokratische Partei (BDP) Graubünden,Bürgerlich–Demokratische Partei (BDP) Graubünden,Civil Democratic Party (BDP) Graubünden,0,0,split from SVP-UDC,Party in title,NA,democracy,0,Conservative,con,7.4,6.4,7,NA,Ist or IInd wave,NA,1
CHE,1213,2021,CENTRE,Die Mitte-Le Centre,Die Mitte-Le Centre,The Centre,0,0,merged CVP BDP,No party in title,NA,centre,0,NA,NA,NA,NA,NA,NA,Ist or IInd wave,NA,2
POL,1216,1945,SD,Stronnictwo Demokratyczne,Stronnictwo Demokratyczne,Democratic Party,0,0,foundation,Party in title,NA,democratic,0,Liberal,lib,1.3,NA,NA,NA,IIIrd wave in EE,1937,1
CZE,1218,1992,LSU,Liberálně sociální unie,Liberálně sociální unie,Liberal-Social Union,0,1,"alliance between CSS Ceskoslovenská strana socialistická, ZS Zemedelská strana and SZ Strana zelených",No party in title,Union,liberal,1,Liberal,lib,2.9666999999999999,6.7,3.6,NA,IIIrd wave in EE,NA,1
FIN,1219,1945,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,The National Progressive Party | [Finnish] Liberal People's Party,0,0,foundation,Party in title,NA,liberal,0,Liberal,lib,5.7167000000000003,6.7,3.6,NA,Ist or IInd wave,1945,1
FIN,1219,1951,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,Suomen Kansanpuolue,The Finnish People's Party,0,0,renamed,Party in title,NA,Broad reference with country name,0,Liberal,lib,5.7167000000000003,6.7,3.6,NA,Ist or IInd wave,1945,2
FIN,1219,1965,KE|SLK,Suomen Kansanpuolue,Liberaalinen Kansanpuolue,Liberal People's Party,0,0,SK and VL merged,Party in title,NA,liberal,0,Liberal,lib,5.7167000000000003,6.7,3.6,NA,Ist or IInd wave,1945,3
FIN,1219,1986,KE|SLK,Suomen Kansanpuolue,Liberaalinen Kansanpuolue,Liberal People's Party,0,0,split from KESK,Party in title,NA,liberal,0,Liberal,lib,5.7167000000000003,6.7,3.6,1,Ist or IInd wave,1945,4
FIN,1219,2001,KE|SLK,Suomen Kansanpuolue,Liberaalit,Liberals,0,0,renamed,No party in title,No reference,liberal,NA,NA,NA,NA,NA,NA,NA,Ist or IInd wave,1945,5
